State,County,LILATracts_halfAnd10,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,NumTracts,LILATracts_halfAnd10_ratio,LILATracts_1And10_ratio,LILATracts_1And20_ratio,LILATracts_Vehicle_ratio,LILATracts_halfAnd10_flag,LILATracts_1And10_flag,LILATracts_1And20_flag,LILATracts_Vehicle_flag
Colorado,San Miguel County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Colorado,Sedgwick County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Colorado,Summit County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Colorado,Teller County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Colorado,Washington County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Colorado,Weld County,22,12,12,3,77,0.29,0.16,0.16,0.04,0,0,0,0
Colorado,Yuma County,2,2,0,0,2,1.0,1.0,0.0,0.0,1,1,0,0
Connecticut,Fairfield County,48,12,12,25,210,0.23,0.06,0.06,0.12,0,0,0,0
Connecticut,Hartford County,52,11,11,26,223,0.23,0.05,0.05,0.12,0,0,0,0
Connecticut,Litchfield County,6,3,3,4,51,0.12,0.06,0.06,0.08,0,0,0,0
Connecticut,Middlesex County,2,1,1,2,36,0.06,0.03,0.03,0.06,0,0,0,0
Connecticut,New Haven County,72,21,21,46,189,0.38,0.11,0.11,0.24,0,0,0,0
Connecticut,New London County,14,10,10,9,65,0.22,0.15,0.15,0.14,0,0,0,0
Connecticut,Tolland County,6,5,5,4,29,0.21,0.17,0.17,0.14,0,0,0,0
Connecticut,Windham County,7,2,2,5,25,0.28,0.08,0.08,0.2,0,0,0,0
Delaware,Kent County,10,7,7,6,32,0.31,0.22,0.22,0.19,0,0,0,0
Delaware,New Castle County,41,19,19,19,129,0.32,0.15,0.15,0.15,0,0,0,0
Delaware,Sussex County,7,6,6,2,53,0.13,0.11,0.11,0.04,0,0,0,0
District of Columbia,District of Columbia,49,12,12,43,179,0.27,0.07,0.07,0.24,0,0,0,0
Florida,Alachua County,23,11,11,17,56,0.41,0.2,0.2,0.3,0,0,0,0
Florida,Baker County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Bay County,11,6,6,6,43,0.26,0.14,0.14,0.14,0,0,0,0
Florida,Bradford County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Florida,Brevard County,34,22,22,20,112,0.3,0.2,0.2,0.18,0,0,0,0
Florida,Broward County,90,18,18,41,361,0.25,0.05,0.05,0.11,0,0,0,0
Florida,Calhoun County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Charlotte County,8,5,5,1,38,0.21,0.13,0.13,0.03,0,0,0,0
Florida,Citrus County,5,4,4,6,27,0.19,0.15,0.15,0.22,0,0,0,0
Florida,Clay County,4,3,2,1,30,0.13,0.1,0.07,0.03,0,0,0,0
Florida,Collier County,20,11,11,8,73,0.27,0.15,0.15,0.11,0,0,0,0
Florida,Columbia County,1,1,0,1,12,0.08,0.08,0.0,0.08,0,0,0,0
Florida,DeSoto County,3,2,2,1,9,0.33,0.22,0.22,0.11,0,0,0,0
Florida,Dixie County,1,1,0,3,3,0.33,0.33,0.0,1.0,0,0,0,1
Florida,Duval County,78,38,38,49,173,0.45,0.22,0.22,0.28,0,0,0,0
Florida,Escambia County,26,16,16,15,71,0.37,0.23,0.23,0.21,0,0,0,0
Florida,Flagler County,2,2,2,1,20,0.1,0.1,0.1,0.05,0,0,0,0
Florida,Franklin County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Gadsden County,2,2,1,5,9,0.22,0.22,0.11,0.56,0,0,0,1
Florida,Gilchrist County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Glades County,3,3,1,1,3,1.0,1.0,0.33,0.33,1,1,0,0
Florida,Gulf County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Hamilton County,2,2,0,2,3,0.67,0.67,0.0,0.67,1,1,0,1
Florida,Hardee County,3,3,1,1,6,0.5,0.5,0.17,0.17,1,1,0,0
Florida,Hendry County,3,2,2,5,6,0.5,0.33,0.33,0.83,1,0,0,1
Florida,Hernando County,15,12,12,4,44,0.34,0.27,0.27,0.09,0,0,0,0
Florida,Highlands County,11,8,8,6,26,0.42,0.31,0.31,0.23,0,0,0,0
Florida,Hillsborough County,106,45,45,41,316,0.34,0.14,0.14,0.13,0,0,0,0
Florida,Holmes County,2,2,1,3,4,0.5,0.5,0.25,0.75,1,1,0,1
Florida,Indian River County,5,4,4,2,29,0.17,0.14,0.14,0.07,0,0,0,0
Florida,Jackson County,3,3,2,3,11,0.27,0.27,0.18,0.27,0,0,0,0
Florida,Jefferson County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Florida,Lafayette County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Florida,Lake County,14,13,12,8,56,0.25,0.23,0.21,0.14,0,0,0,0
Florida,Lee County,41,26,26,13,165,0.25,0.16,0.16,0.08,0,0,0,0
Florida,Leon County,28,13,13,16,68,0.41,0.19,0.19,0.24,0,0,0,0
Florida,Levy County,2,2,1,2,9,0.22,0.22,0.11,0.22,0,0,0,0
Florida,Liberty County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Florida,Madison County,2,2,0,4,5,0.4,0.4,0.0,0.8,0,0,0,1
Florida,Manatee County,25,10,10,9,78,0.32,0.13,0.13,0.12,0,0,0,0
Florida,Marion County,17,12,11,16,61,0.28,0.2,0.18,0.26,0,0,0,0
Florida,Martin County,6,5,5,3,34,0.18,0.15,0.15,0.09,0,0,0,0
Florida,Miami-Dade County,133,16,16,48,515,0.26,0.03,0.03,0.09,0,0,0,0
Florida,Monroe County,1,1,1,1,30,0.03,0.03,0.03,0.03,0,0,0,0
Florida,Nassau County,1,1,1,1,12,0.08,0.08,0.08,0.08,0,0,0,0
Florida,Okaloosa County,6,2,2,2,41,0.15,0.05,0.05,0.05,0,0,0,0
Florida,Okeechobee County,7,7,6,2,11,0.64,0.64,0.55,0.18,1,1,1,0
Florida,Orange County,87,33,33,39,206,0.42,0.16,0.16,0.19,0,0,0,0
Florida,Osceola County,20,11,11,8,41,0.49,0.27,0.27,0.2,0,0,0,0
Florida,Palm Beach County,77,13,13,36,333,0.23,0.04,0.04,0.11,0,0,0,0
Florida,Pasco County,56,29,29,22,133,0.42,0.22,0.22,0.17,0,0,0,0
Florida,Pinellas County,58,20,20,29,244,0.24,0.08,0.08,0.12,0,0,0,0
Florida,Polk County,52,31,29,22,154,0.34,0.2,0.19,0.14,0,0,0,0
Florida,Putnam County,5,5,4,7,16,0.31,0.31,0.25,0.44,0,0,0,0
Florida,Santa Rosa County,2,2,2,1,25,0.08,0.08,0.08,0.04,0,0,0,0
Florida,Sarasota County,19,9,9,5,94,0.2,0.1,0.1,0.05,0,0,0,0
Florida,Seminole County,12,5,5,3,86,0.14,0.06,0.06,0.03,0,0,0,0
Florida,St. Johns County,5,4,3,5,39,0.13,0.1,0.08,0.13,0,0,0,0
Florida,St. Lucie County,17,8,8,8,43,0.4,0.19,0.19,0.19,0,0,0,0
Florida,Sumter County,2,1,1,0,19,0.11,0.05,0.05,0.0,0,0,0,0
Florida,Suwannee County,2,2,0,3,7,0.29,0.29,0.0,0.43,0,0,0,0
Florida,Taylor County,3,3,1,2,4,0.75,0.75,0.25,0.5,1,1,0,1
Florida,Union County,2,2,1,0,3,0.67,0.67,0.33,0.0,1,1,0,0
Florida,Volusia County,38,26,25,15,113,0.34,0.23,0.22,0.13,0,0,0,0
Florida,Wakulla County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Florida,Walton County,4,4,1,4,11,0.36,0.36,0.09,0.36,0,0,0,0
Florida,Washington County,4,4,0,1,7,0.57,0.57,0.0,0.14,1,1,0,0
Georgia,Appling County,3,3,2,2,5,0.6,0.6,0.4,0.4,1,1,0,0
Georgia,Atkinson County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Bacon County,0,0,0,2,3,0.0,0.0,0.0,0.67,0,0,0,1
Georgia,Baker County,2,2,0,0,2,1.0,1.0,0.0,0.0,1,1,0,0
Georgia,Baldwin County,5,4,4,5,9,0.56,0.44,0.44,0.56,1,0,0,1
Georgia,Banks County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Georgia,Barrow County,6,5,5,0,18,0.33,0.28,0.28,0.0,0,0,0,0
Georgia,Bartow County,4,4,4,5,15,0.27,0.27,0.27,0.33,0,0,0,0
Georgia,Ben Hill County,2,2,2,3,5,0.4,0.4,0.4,0.6,0,0,0,1
Georgia,Berrien County,2,2,0,1,6,0.33,0.33,0.0,0.17,0,0,0,0
Georgia,Bibb County,29,15,15,19,44,0.66,0.34,0.34,0.43,1,0,0,0
Georgia,Bleckley County,1,1,1,2,3,0.33,0.33,0.33,0.67,0,0,0,1
Georgia,Brantley County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Brooks County,2,2,1,0,5,0.4,0.4,0.2,0.0,0,0,0,0
Georgia,Bryan County,1,1,1,2,6,0.17,0.17,0.17,0.33,0,0,0,0
Georgia,Bulloch County,5,2,2,5,12,0.42,0.17,0.17,0.42,0,0,0,0
Georgia,Burke County,3,3,1,2,6,0.5,0.5,0.17,0.33,1,1,0,0
Georgia,Butts County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Georgia,Calhoun County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Georgia,Camden County,4,4,4,2,10,0.4,0.4,0.4,0.2,0,0,0,0
Georgia,Candler County,0,0,0,2,3,0.0,0.0,0.0,0.67,0,0,0,1
Georgia,Carroll County,5,5,5,5,17,0.29,0.29,0.29,0.29,0,0,0,0
Georgia,Catoosa County,1,1,1,0,11,0.09,0.09,0.09,0.0,0,0,0,0
Georgia,Charlton County,1,1,0,1,2,0.5,0.5,0.0,0.5,1,1,0,1
Georgia,Chatham County,34,14,14,18,71,0.48,0.2,0.2,0.25,0,0,0,0
Georgia,Chattahoochee County,3,3,2,1,5,0.6,0.6,0.4,0.2,1,1,0,0
Georgia,Chattooga County,3,3,3,1,6,0.5,0.5,0.5,0.17,1,1,1,0
Georgia,Cherokee County,2,2,2,2,26,0.08,0.08,0.08,0.08,0,0,0,0
Georgia,Clarke County,19,13,13,11,30,0.63,0.43,0.43,0.37,1,0,0,0
Georgia,Clay County,0,0,0,1,1,0.0,0.0,0.0,1.0,0,0,0,1
Georgia,Clayton County,37,22,22,16,49,0.76,0.45,0.45,0.33,1,0,0,0
Georgia,Clinch County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Cobb County,26,12,12,13,120,0.22,0.1,0.1,0.11,0,0,0,0
Georgia,Coffee County,2,2,0,8,9,0.22,0.22,0.0,0.89,0,0,0,1
Georgia,Colquitt County,5,4,3,4,10,0.5,0.4,0.3,0.4,1,0,0,0
Georgia,Columbia County,1,0,0,0,20,0.05,0.0,0.0,0.0,0,0,0,0
Georgia,Cook County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Georgia,Coweta County,3,3,3,3,20,0.15,0.15,0.15,0.15,0,0,0,0
Georgia,Crawford County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Crisp County,1,1,1,2,6,0.17,0.17,0.17,0.33,0,0,0,0
Georgia,Dade County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Dawson County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,DeKalb County,65,38,38,49,144,0.45,0.26,0.26,0.34,0,0,0,0
Georgia,Decatur County,3,3,1,2,7,0.43,0.43,0.14,0.29,0,0,0,0
Georgia,Dodge County,0,0,0,1,6,0.0,0.0,0.0,0.17,0,0,0,0
Georgia,Dooly County,2,2,2,2,3,0.67,0.67,0.67,0.67,1,1,1,1
Georgia,Dougherty County,17,15,15,16,27,0.63,0.56,0.56,0.59,1,1,1,1
Georgia,Douglas County,6,6,6,4,20,0.3,0.3,0.3,0.2,0,0,0,0
Georgia,Early County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Echols County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Effingham County,0,0,0,0,10,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Elbert County,2,2,1,4,5,0.4,0.4,0.2,0.8,0,0,0,1
Georgia,Emanuel County,4,4,1,4,6,0.67,0.67,0.17,0.67,1,1,0,1
Georgia,Evans County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Georgia,Fannin County,0,0,0,1,5,0.0,0.0,0.0,0.2,0,0,0,0
Georgia,Fayette County,0,0,0,0,20,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Floyd County,9,7,7,8,20,0.45,0.35,0.35,0.4,0,0,0,0
Georgia,Forsyth County,1,1,1,0,45,0.02,0.02,0.02,0.0,0,0,0,0
Georgia,Franklin County,0,0,0,1,5,0.0,0.0,0.0,0.2,0,0,0,0
Georgia,Fulton County,88,44,44,69,202,0.44,0.22,0.22,0.34,0,0,0,0
Georgia,Gilmer County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Georgia,Glascock County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Georgia,Glynn County,7,5,5,3,15,0.47,0.33,0.33,0.2,0,0,0,0
Georgia,Gordon County,4,3,3,5,9,0.44,0.33,0.33,0.56,0,0,0,1
Georgia,Grady County,0,0,0,1,6,0.0,0.0,0.0,0.17,0,0,0,0
Georgia,Greene County,1,1,1,1,7,0.14,0.14,0.14,0.14,0,0,0,0
Georgia,Gwinnett County,39,18,18,7,113,0.35,0.16,0.16,0.06,0,0,0,0
Georgia,Habersham County,1,1,1,1,8,0.12,0.12,0.12,0.12,0,0,0,0
Georgia,Hall County,6,4,4,3,36,0.17,0.11,0.11,0.08,0,0,0,0
Georgia,Hancock County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Georgia,Haralson County,1,1,1,2,5,0.2,0.2,0.2,0.4,0,0,0,0
Georgia,Harris County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Hart County,0,0,0,1,5,0.0,0.0,0.0,0.2,0,0,0,0
Georgia,Heard County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Georgia,Henry County,4,3,3,1,25,0.16,0.12,0.12,0.04,0,0,0,0
Georgia,Houston County,8,6,6,7,23,0.35,0.26,0.26,0.3,0,0,0,0
Georgia,Irwin County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Jackson County,0,0,0,0,11,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Jasper County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Georgia,Jeff Davis County,2,2,1,2,3,0.67,0.67,0.33,0.67,1,1,0,1
Georgia,Jefferson County,0,0,0,3,4,0.0,0.0,0.0,0.75,0,0,0,1
Georgia,Jenkins County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Johnson County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Jones County,1,1,1,1,6,0.17,0.17,0.17,0.17,0,0,0,0
Georgia,Lamar County,1,1,1,2,3,0.33,0.33,0.33,0.67,0,0,0,1
Georgia,Lanier County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Laurens County,6,5,3,4,13,0.46,0.38,0.23,0.31,0,0,0,0
Georgia,Lee County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Liberty County,7,5,5,1,14,0.5,0.36,0.36,0.07,1,0,0,0
Georgia,Lincoln County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Long County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Lowndes County,13,6,6,7,25,0.52,0.24,0.24,0.28,1,0,0,0
Georgia,Lumpkin County,0,0,0,1,4,0.0,0.0,0.0,0.25,0,0,0,0
Georgia,Macon County,0,0,0,2,4,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Madison County,1,1,0,0,6,0.17,0.17,0.0,0.0,0,0,0,0
Georgia,Marion County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,McDuffie County,0,0,0,2,5,0.0,0.0,0.0,0.4,0,0,0,0
Georgia,McIntosh County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Georgia,Meriwether County,1,1,0,4,4,0.25,0.25,0.0,1.0,0,0,0,1
Georgia,Miller County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Mitchell County,1,1,1,2,5,0.2,0.2,0.2,0.4,0,0,0,0
Georgia,Monroe County,0,0,0,2,5,0.0,0.0,0.0,0.4,0,0,0,0
Georgia,Montgomery County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Morgan County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Murray County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Muscogee County,32,11,11,18,53,0.6,0.21,0.21,0.34,1,0,0,0
Georgia,Newton County,8,8,7,5,13,0.62,0.62,0.54,0.38,1,1,1,0
Georgia,Oconee County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Oglethorpe County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Paulding County,1,1,1,1,19,0.05,0.05,0.05,0.05,0,0,0,0
Georgia,Peach County,0,0,0,3,6,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Pickens County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Pierce County,1,1,0,1,4,0.25,0.25,0.0,0.25,0,0,0,0
Georgia,Pike County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Polk County,1,1,1,2,7,0.14,0.14,0.14,0.29,0,0,0,0
Georgia,Pulaski County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Georgia,Putnam County,1,1,1,1,5,0.2,0.2,0.2,0.2,0,0,0,0
Georgia,Quitman County,0,0,0,1,1,0.0,0.0,0.0,1.0,0,0,0,1
Georgia,Rabun County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Randolph County,1,1,1,2,2,0.5,0.5,0.5,1.0,1,1,1,1
Georgia,Richmond County,30,25,25,19,47,0.64,0.53,0.53,0.4,1,1,1,0
Georgia,Rockdale County,4,4,4,4,15,0.27,0.27,0.27,0.27,0,0,0,0
Georgia,Schley County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Screven County,1,1,0,1,5,0.2,0.2,0.0,0.2,0,0,0,0
Georgia,Seminole County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Georgia,Spalding County,6,5,5,6,12,0.5,0.42,0.42,0.5,1,0,0,1
Georgia,Stephens County,2,2,2,1,5,0.4,0.4,0.4,0.2,0,0,0,0
Georgia,Stewart County,1,1,0,2,2,0.5,0.5,0.0,1.0,1,1,0,1
Georgia,Sumter County,2,1,1,3,8,0.25,0.12,0.12,0.38,0,0,0,0
Georgia,Talbot County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Taliaferro County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Georgia,Tattnall County,1,1,1,2,5,0.2,0.2,0.2,0.4,0,0,0,0
Georgia,Taylor County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Telfair County,2,2,1,1,3,0.67,0.67,0.33,0.33,1,1,0,0
Georgia,Terrell County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Georgia,Thomas County,2,2,2,3,11,0.18,0.18,0.18,0.27,0,0,0,0
Georgia,Tift County,3,3,3,4,9,0.33,0.33,0.33,0.44,0,0,0,0
Georgia,Toombs County,2,2,1,2,6,0.33,0.33,0.17,0.33,0,0,0,0
Georgia,Towns County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Treutlen County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Troup County,5,3,3,5,14,0.36,0.21,0.21,0.36,0,0,0,0
Georgia,Turner County,1,1,1,1,2,0.5,0.5,0.5,0.5,1,1,1,1
Georgia,Twiggs County,0,0,0,2,2,0.0,0.0,0.0,1.0,0,0,0,1
Georgia,Union County,0,0,0,0,6,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Upson County,3,3,2,2,7,0.43,0.43,0.29,0.29,0,0,0,0
Georgia,Walker County,5,5,5,4,13,0.38,0.38,0.38,0.31,0,0,0,0
Georgia,Walton County,3,3,3,2,15,0.2,0.2,0.2,0.13,0,0,0,0
Georgia,Ware County,6,5,2,4,9,0.67,0.56,0.22,0.44,1,1,0,0
Georgia,Warren County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,Washington County,2,2,1,3,5,0.4,0.4,0.2,0.6,0,0,0,1
Georgia,Wayne County,2,2,1,2,6,0.33,0.33,0.17,0.33,0,0,0,0
Georgia,Webster County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Wheeler County,0,0,0,1,2,0.0,0.0,0.0,0.5,0,0,0,1
Georgia,White County,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0
Georgia,Whitfield County,6,3,3,3,18,0.33,0.17,0.17,0.17,0,0,0,0
Georgia,Wilcox County,1,1,0,0,4,0.25,0.25,0.0,0.0,0,0,0,0
Georgia,Wilkes County,1,1,0,1,4,0.25,0.25,0.0,0.25,0,0,0,0
Georgia,Wilkinson County,1,1,0,1,3,0.33,0.33,0.0,0.33,0,0,0,0
Georgia,Worth County,0,0,0,2,5,0.0,0.0,0.0,0.4,0,0,0,0
Hawaii,Hawaii County,12,10,5,5,33,0.36,0.3,0.15,0.15,0,0,0,0
Hawaii,Honolulu County,30,19,19,9,239,0.13,0.08,0.08,0.04,0,0,0,0
Hawaii,Kalawao County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Hawaii,Kauai County,0,0,0,0,14,0.0,0.0,0.0,0.0,0,0,0,0
Hawaii,Maui County,5,3,1,0,34,0.15,0.09,0.03,0.0,0,0,0,0
Idaho,Ada County,11,1,1,3,59,0.19,0.02,0.02,0.05,0,0,0,0
Idaho,Adams County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Bannock County,9,6,6,0,22,0.41,0.27,0.27,0.0,0,0,0,0
Idaho,Bear Lake County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Benewah County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Idaho,Bingham County,1,1,0,0,8,0.12,0.12,0.0,0.0,0,0,0,0
Idaho,Blaine County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Boise County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Bonner County,1,1,1,1,9,0.11,0.11,0.11,0.11,0,0,0,0
Idaho,Bonneville County,5,1,1,4,21,0.24,0.05,0.05,0.19,0,0,0,0
Idaho,Boundary County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Butte County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Idaho,Camas County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Idaho,Canyon County,16,6,6,5,29,0.55,0.21,0.21,0.17,1,0,0,0
Idaho,Caribou County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Cassia County,1,0,0,0,6,0.17,0.0,0.0,0.0,0,0,0,0
Idaho,Clark County,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1
Idaho,Clearwater County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Custer County,1,1,0,0,1,1.0,1.0,0.0,0.0,1,1,0,0
Idaho,Elmore County,2,2,2,1,5,0.4,0.4,0.4,0.2,0,0,0,0
Idaho,Franklin County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Fremont County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Gem County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Idaho,Gooding County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Idaho County,2,2,1,2,5,0.4,0.4,0.2,0.4,0,0,0,0
Idaho,Jefferson County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Jerome County,3,2,1,0,5,0.6,0.4,0.2,0.0,1,0,0,0
Idaho,Kootenai County,5,0,0,1,25,0.2,0.0,0.0,0.04,0,0,0,0
Idaho,Latah County,3,3,3,0,7,0.43,0.43,0.43,0.0,0,0,0,0
Idaho,Lemhi County,1,1,0,0,3,0.33,0.33,0.0,0.0,0,0,0,0
Idaho,Lewis County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Lincoln County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Madison County,4,2,2,1,6,0.67,0.33,0.33,0.17,1,0,0,0
Idaho,Minidoka County,2,2,2,0,5,0.4,0.4,0.4,0.0,0,0,0,0
Idaho,Nez Perce County,1,1,1,0,10,0.1,0.1,0.1,0.0,0,0,0,0
Idaho,Oneida County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Owyhee County,1,1,1,1,3,0.33,0.33,0.33,0.33,0,0,0,0
Idaho,Payette County,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Power County,1,1,0,0,2,0.5,0.5,0.0,0.0,1,1,0,0
Idaho,Shoshone County,1,1,1,0,3,0.33,0.33,0.33,0.0,0,0,0,0
Idaho,Teton County,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Twin Falls County,2,1,1,1,14,0.14,0.07,0.07,0.07,0,0,0,0
Idaho,Valley County,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0
Idaho,Washington County,0,0,0,1,3,0.0,0.0,0.0,0.33,0,0,0,0
Illinois,Adams County,7,1,1,2,18,0.39,0.06,0.06,0.11,0,0,0,0
Illinois,Alexander County,3,3,2,1,4,0.75,0.75,0.5,0.25,1,1,1,0
Illinois,Bond County,1,1,1,1,4,0.25,0.25,0.25,0.25,0,0,0,0
Illinois,Boone County,3,2,2,2,7,0.43,0.29,0.29,0.29,0,0,0,0
Illinois,Brown County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Illinois,Bureau County,1,1,1,0,10,0.1,0.1,0.1,0.0,0,0,0,0
Illinois,Calhoun County,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0
Illinois,Carroll County,1,1,1,0,6,0.17,0.17,0.17,0.0,0,0,0,0
Illinois,Cass County,2,0,0,0,5,0.4,0.0,0.0,0.0,0,0,0,0
Illinois,Champaign County,18,3,3,11,43,0.42,0.07,0.07,0.26,0,0,0,0
Illinois,Christian County,5,0,0,1,10,0.5,0.0,0.0,0.1,1,0,0,0
Illinois,Clark County,1,1,1,0,4,0.25,0.25,0.25,0.0,0,0,0,0
Illinois,Clay County,1,0,0,1,4,0.25,0.0,0.0,0.25,0,0,0,0
Illinois,Clinton County,0,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0
